OBJECTID,GEOID,B25001e1,B25001m1,B25002e1,B25002m1,B25002e3,B25002m3,B25003e3,B25003m3,B25004e1,B25004m1,B25004e3,B25004m3,B25004e6,B25004m6,B25004e7,B25004m7
"618",14000US47093000901,4,5,4,5,0,12,4,5,0,12,0,12,0,12,0,12
"619",14000US47093000902,66,38,66,38,27,30,39,33,27,30,0,12,13,21,0,12
"620",14000US47093001400,1069,103,1069,103,278,106,549,108,278,106,0,12,0,12,0,12
"621",14000US47093001500,1523,77,1523,77,161,78,588,124,161,78,0,12,0,12,0,12
"622",14000US47093001600,1691,33,1691,33,286,108,617,125,286,108,0,12,62,51,0,12
"623",14000US47093001700,1349,59,1349,59,193,86,734,107,193,86,0,12,39,50,0,12
"624",14000US47093001800,1137,29,1137,29,24,37,353,85,24,37,0,12,0,12,0,12
"625",14000US47093001900,874,51,874,51,224,66,431,104,224,66,0,12,0,12,0,12
"626",14000US47093002000,1576,80,1576,80,255,94,747,131,255,94,29,34,17,28,14,22
"627",14000US47093002100,1443,62,1443,62,191,104,520,117,191,104,0,12,33,40,0,12
"628",14000US47093002200,1869,53,1869,53,191,77,689,131,191,77,15,24,0,12,0,12
"629",14000US47093002300,1744,91,1744,91,211,110,895,134,211,110,22,35,23,36,0,12
"630",14000US47093002400,2072,73,2072,73,230,102,1078,120,230,102,34,39,16,27,0,12
"631",14000US47093002600,1224,36,1224,36,121,71,899,99,121,71,40,45,25,41,0,12
"632",14000US47093002700,1178,50,1178,50,77,68,586,134,77,68,27,42,0,12,0,12
"633",14000US47093002800,2350,115,2350,115,339,140,1599,213,339,140,32,49,0,12,0,12
"634",14000US47093002900,1824,52,1824,52,208,78,1084,128,208,78,0,12,0,12,0,12
"635",14000US47093003000,2515,80,2515,80,237,142,1060,175,237,142,0,17,0,17,0,17
"636",14000US47093003100,1344,34,1344,34,104,74,319,93,104,74,0,12,0,12,0,12
"637",14000US47093003200,1640,91,1640,91,289,99,704,137,289,99,21,33,29,36,0,12
"638",14000US47093003300,963,29,963,29,54,33,70,31,54,33,8,12,12,14,0,12
"639",14000US47093003400,2021,47,2021,47,187,102,605,133,187,102,0,12,0,12,0,12
"640",14000US47093003500,2643,89,2643,89,321,190,1085,250,321,190,75,98,64,83,0,17
"641",14000US47093003700,1591,39,1591,39,210,98,899,120,210,98,44,43,27,45,0,12
"642",14000US47093003801,2355,97,2355,97,142,103,1673,178,142,103,33,53,0,12,0,12
"643",14000US47093003802,1474,44,1474,44,112,74,561,109,112,74,0,12,0,12,0,12
"644",14000US47093003901,1920,54,1920,54,108,78,591,108,108,78,0,12,0,12,0,12
"645",14000US47093003902,1390,45,1390,45,115,73,550,121,115,73,0,12,0,12,0,12
"646",14000US47093004000,2725,91,2725,91,142,132,1773,205,142,132,0,12,50,81,0,12
"647",14000US47093004100,2121,79,2121,79,175,101,725,104,175,101,0,12,29,42,0,12
"648",14000US47093004200,1556,87,1556,87,149,105,666,148,149,105,0,12,36,58,0,12
"649",14000US47093004300,1547,41,1547,41,228,124,692,119,228,124,0,12,0,12,0,12
"650",14000US47093004401,2262,107,2262,107,155,107,329,115,155,107,0,12,46,70,0,12
"651",14000US47093004403,2863,62,2863,62,310,166,1437,195,310,166,84,91,0,17,0,17
"652",14000US47093004404,2009,108,2009,108,196,101,1086,138,196,101,24,39,8,14,0,12
"653",14000US47093004500,3444,111,3444,111,235,157,2227,195,235,157,38,59,15,24,0,17
"654",14000US47093004606,2797,46,2797,46,104,99,387,146,104,99,0,17,17,29,0,17
"655",14000US47093004607,2429,61,2429,61,150,106,395,144,150,106,0,17,0,17,0,17
"656",14000US47093004608,1187,95,1187,95,97,70,145,63,97,70,0,12,0,12,0,12
"657",14000US47093004609,2425,61,2425,61,230,141,898,179,230,141,41,65,43,68,0,17
"658",14000US47093004610,2733,149,2733,149,260,176,2180,230,260,176,0,17,0,17,0,17
"659",14000US47093004611,1693,56,1693,56,8,14,257,87,8,14,0,12,0,12,0,12
"660",14000US47093004612,1150,79,1150,79,90,80,286,89,90,80,33,51,29,43,0,12
"661",14000US47093004613,2485,67,2485,67,204,152,836,187,204,152,0,17,0,17,0,17
"662",14000US47093004614,1570,58,1570,58,58,56,574,128,58,56,0,12,29,47,0,12
"663",14000US47093004615,1946,62,1946,62,27,42,1041,121,27,42,0,12,0,12,0,12
"664",14000US47093004700,1912,72,1912,72,106,74,612,123,106,74,22,35,22,36,0,12
"665",14000US47093004800,2471,56,2471,56,228,150,543,178,228,150,0,17,57,90,0,17
"666",14000US47093004900,2632,106,2632,106,305,189,828,192,305,189,0,17,0,17,0,17
"667",14000US47093005000,1947,88,1947,88,185,94,714,154,185,94,0,12,30,39,0,12
"668",14000US47093005100,2859,98,2859,98,242,175,569,187,242,175,41,63,96,107,0,17
"669",14000US47093005201,2392,72,2392,72,206,123,450,179,206,123,0,17,0,17,0,17
"670",14000US47093005202,1678,62,1678,62,135,65,293,113,135,65,23,35,0,12,0,12
"671",14000US47093005301,1942,64,1942,64,133,80,440,110,133,80,0,12,0,12,0,12
"672",14000US47093005302,1610,73,1610,73,106,62,428,112,106,62,0,12,0,12,0,12
"673",14000US47093005401,1732,89,1732,89,227,116,274,93,227,116,0,12,55,70,0,12
"674",14000US47093005402,1346,90,1346,90,210,98,171,83,210,98,0,12,86,67,0,12
"675",14000US47093005501,1282,70,1282,70,102,56,284,86,102,56,0,12,31,39,0,12
"676",14000US47093005502,1322,60,1322,60,150,76,317,104,150,76,0,12,13,22,0,12
"677",14000US47093005602,1658,92,1658,92,205,103,218,87,205,103,0,12,17,27,0,12
"678",14000US47093005603,1622,86,1622,86,153,86,107,49,153,86,0,12,9,15,0,12
"679",14000US47093005604,1282,19,1282,19,165,92,226,103,165,92,0,12,13,20,34,54
"680",14000US47093005701,2004,78,2004,78,29,34,343,99,29,34,0,12,0,12,0,12
"681",14000US47093005704,3076,72,3076,72,156,137,1201,213,156,137,0,17,0,17,0,17
"682",14000US47093005706,2067,72,2067,72,194,116,824,148,194,116,43,69,30,46,0,12
"683",14000US47093005707,1424,57,1424,57,140,73,259,81,140,73,0,12,0,12,0,12
"684",14000US47093005708,1204,27,1204,27,114,71,273,84,114,71,0,12,10,18,0,12
"685",14000US47093005709,911,47,911,47,121,60,130,49,121,60,38,57,10,17,0,12
"686",14000US47093005710,918,47,918,47,66,38,17,13,66,38,0,12,30,30,0,12
"687",14000US47093005711,2166,39,2166,39,59,52,191,87,59,52,8,13,23,36,0,17
"688",14000US47093005712,3452,55,3452,55,324,155,611,153,324,155,0,17,0,17,0,17
"689",14000US47093005803,1184,38,1184,38,23,32,280,78,23,32,0,12,0,12,0,12
"690",14000US47093005807,1115,70,1115,70,76,68,145,66,76,68,0,12,25,40,0,12
"691",14000US47093005808,2294,47,2294,47,75,72,419,140,75,72,0,17,33,52,0,17
"692",14000US47093005809,2270,89,2270,89,46,70,375,104,46,70,0,17,0,17,0,17
"693",14000US47093005810,1292,72,1292,72,20,30,83,49,20,30,0,12,0,12,0,12
"694",14000US47093005811,1373,77,1373,77,97,85,38,34,97,85,0,12,27,44,0,12
"695",14000US47093005812,2336,73,2336,73,86,81,33,40,86,81,0,17,0,17,0,17
"696",14000US47093005813,2571,102,2571,102,94,105,282,124,94,105,0,17,41,65,0,17
"697",14000US47093005903,1819,37,1819,37,195,92,275,97,195,92,0,12,26,30,0,12
"698",14000US47093005904,2654,160,2654,160,230,165,605,163,230,165,51,80,0,17,0,17
"699",14000US47093005905,1312,107,1312,107,104,58,695,115,104,58,39,35,18,29,0,12
"700",14000US47093005906,803,39,803,39,82,43,57,34,82,43,0,12,21,31,0,12
"701",14000US47093005907,2019,81,2019,81,127,87,746,143,127,87,0,12,37,59,0,12
"702",14000US47093005908,2122,50,2122,50,154,100,397,117,154,100,0,17,0,17,0,17
"703",14000US47093006001,1727,39,1727,39,134,99,606,136,134,99,0,12,0,12,0,12
"704",14000US47093006002,2579,42,2579,42,78,82,501,146,78,82,0,17,0,17,0,17
"705",14000US47093006003,1840,107,1840,107,83,73,199,68,83,73,0,12,0,12,0,12
"706",14000US47093006102,2266,81,2266,81,193,142,477,171,193,142,0,17,0,17,0,17
"707",14000US47093006103,2078,75,2078,75,177,106,418,126,177,106,0,12,0,12,0,12
"708",14000US47093006104,2185,153,2185,153,75,96,529,164,75,96,0,17,0,17,0,17
"709",14000US47093006202,2041,64,2041,64,131,78,243,82,131,78,0,12,0,12,0,12
"710",14000US47093006203,2202,84,2202,84,93,100,680,193,93,100,0,17,0,17,0,17
"711",14000US47093006205,1847,61,1847,61,181,91,255,90,181,91,36,46,0,12,0,12
"712",14000US47093006206,2048,36,2048,36,36,41,267,96,36,41,0,17,0,17,0,17
"713",14000US47093006207,1541,56,1541,56,33,40,391,88,33,40,0,12,0,12,0,12
"714",14000US47093006208,2271,165,2271,165,56,88,501,179,56,88,0,17,0,17,0,17
"715",14000US47093006301,1468,48,1468,48,159,103,306,99,159,103,0,12,29,45,0,12
"716",14000US47093006302,1178,63,1178,63,103,73,198,101,103,73,0,12,24,37,0,12
"717",14000US47093006401,1643,71,1643,71,147,88,172,88,147,88,0,12,0,12,0,12
"718",14000US47093006402,2057,60,2057,60,174,90,232,90,174,90,0,17,23,37,0,17
"719",14000US47093006403,1211,65,1211,65,25,39,140,75,25,39,0,12,0,12,0,12
"720",14000US47093006501,1511,63,1511,63,267,99,198,79,267,99,20,32,23,27,0,12
"721",14000US47093006502,1533,57,1533,57,203,94,271,85,203,94,0,12,24,39,0,12
"722",14000US47093006600,1708,62,1708,62,248,74,875,103,248,74,17,26,22,28,0,12
"723",14000US47093006700,1836,75,1836,75,393,91,897,139,393,91,18,29,7,12,0,12
"724",14000US47093006800,2739,171,2739,171,474,188,2015,200,474,188,0,12,65,76,0,12
"725",14000US47093006900,3313,207,3313,207,501,188,2722,253,501,188,82,78,107,82,0,17
"726",14000US47093007000,1294,62,1294,62,215,73,727,109,215,73,20,31,0,12,0,12
"727",14000US47093007100,2026,38,2026,38,393,121,464,88,393,121,0,12,8,13,0,12
"728",14000US47095960100,1525,153,1525,153,272,93,572,102,272,93,0,17,72,51,0,17
"729",14000US47095960200,1082,104,1082,104,92,44,444,100,92,44,0,12,9,15,0,12
"730",14000US47097050100,653,67,653,67,176,68,168,64,176,68,0,12,92,48,0,12
"731",14000US47097050200,1603,91,1603,91,194,75,652,120,194,75,29,34,0,12,0,12
"732",14000US47097050300,1311,85,1311,85,148,80,417,107,148,80,0,12,0,12,0,12
"733",14000US47097050400,1456,71,1456,71,247,74,334,102,247,74,55,54,61,35,0,12
"734",14000US47097050503,1082,48,1082,48,151,59,271,79,151,59,0,12,0,12,0,12
"735",14000US47097050504,1281,111,1281,111,173,84,668,106,173,84,0,12,21,33,0,12
"736",14000US47097050505,1864,132,1864,132,316,107,1098,153,316,107,0,12,0,12,0,12
"737",14000US47097050506,978,63,978,63,90,50,245,77,90,50,12,17,0,12,0,12
"738",14000US47097050600,1089,78,1089,78,147,51,394,69,147,51,0,12,0,12,0,12
"739",14000US47099960100,1814,126,1814,126,294,116,424,140,294,116,31,49,0,12,0,12
"740",14000US47099960200,1128,61,1128,61,158,76,130,67,158,76,0,12,29,31,0,12
"741",14000US47099960300,2127,79,2127,79,259,117,437,95,259,117,0,17,7,11,0,17
"742",14000US47099960401,2548,117,2548,117,210,117,526,169,210,117,0,17,37,59,0,17
"743",14000US47099960402,1801,60,1801,60,211,87,551,126,211,87,0,12,10,17,0,12
"744",14000US47099960501,1830,113,1830,113,189,79,814,132,189,79,0,12,21,33,0,12
"745",14000US47099960502,1847,94,1847,94,203,85,336,108,203,85,0,12,0,12,0,12
"746",14000US47099960600,1019,63,1019,63,173,58,130,43,173,58,0,12,13,21,0,12
"747",14000US47099960700,1745,90,1745,90,241,80,268,68,241,80,0,12,60,47,0,12
"748",14000US47099960800,1536,89,1536,89,239,107,195,90,239,107,0,12,57,64,0,12
"749",14000US47099960900,865,64,865,64,123,53,124,47,123,53,0,12,39,35,0,12
"750",14000US47101970100,2169,176,2169,176,358,115,177,82,358,115,0,12,62,65,0,12
"751",14000US47101970200,3379,189,3379,189,475,212,862,225,475,212,0,17,11,20,0,17
"752",14000US47103975000,918,58,918,58,197,64,138,57,197,64,0,12,20,25,0,12
"753",14000US47103975100,1025,74,1025,74,131,68,126,52,131,68,0,12,14,22,0,12
"754",14000US47103975200,833,70,833,70,181,71,51,33,181,71,0,12,49,37,0,12
"755",14000US47103975300,3067,183,3067,183,400,236,1103,197,400,236,0,17,0,17,0,17
"756",14000US47103975400,1838,116,1838,116,226,89,613,131,226,89,0,12,28,34,0,12
"757",14000US47103975500,2285,148,2285,148,363,202,431,170,363,202,0,12,0,12,0,12
"758",14000US47103975601,2413,116,2413,116,105,79,523,169,105,79,0,17,13,23,0,17
"759",14000US47103975602,1682,95,1682,95,219,124,188,85,219,124,0,12,0,12,0,12
"760",14000US47103975700,1484,93,1484,93,175,88,205,82,175,88,0,12,51,56,0,12
"761",14000US47105060100,2103,112,2103,112,205,108,357,123,205,108,0,17,25,38,0,17
"762",14000US47105060201,1441,121,1441,121,18,22,206,91,18,22,0,12,0,12,0,12
"763",14000US47105060202,3364,319,3364,319,430,177,1507,219,430,177,0,17,23,37,0,17
"764",14000US47105060301,1995,80,1995,80,169,92,497,137,169,92,21,34,45,49,0,12
"765",14000US47105060302,2771,110,2771,110,234,133,291,146,234,133,0,17,43,70,0,17
"766",14000US47105060400,2256,124,2256,124,264,119,301,106,264,119,0,17,134,105,5,9
"767",14000US47105060501,4953,162,4953,162,469,275,420,221,469,275,0,17,241,201,0,17
"768",14000US47105060502,1020,53,1020,53,199,74,167,55,199,74,0,12,47,41,0,12
"769",14000US47105060600,1996,199,1996,199,243,93,619,143,243,93,0,12,41,43,0,12
"770",14000US47105060700,1184,88,1184,88,183,82,228,81,183,82,0,12,11,16,0,12
"771",14000US47107970101,2943,184,2943,184,343,191,450,180,343,191,0,17,0,17,0,17
"772",14000US47107970102,2154,94,2154,94,178,66,313,83,178,66,0,17,15,15,0,17
"773",14000US47107970200,2694,176,2694,176,207,125,1494,242,207,125,0,17,0,17,0,17
"774",14000US47107970300,1321,81,1321,81,150,91,446,112,150,91,0,12,0,12,0,12
"775",14000US47107970401,1644,76,1644,76,106,66,407,101,106,66,0,12,12,19,0,12
"776",14000US47107970402,2261,142,2261,142,233,123,331,119,233,123,0,12,57,71,0,12
"777",14000US47107970500,1819,102,1819,102,180,53,439,97,180,53,0,12,9,13,0,12
"778",14000US47107970600,3235,194,3235,194,432,181,596,161,432,181,0,17,13,21,0,17
"779",14000US47107970700,1993,109,1993,109,385,129,379,130,385,129,0,12,109,79,0,12
"780",14000US47107970800,3354,159,3354,159,400,168,666,187,400,168,0,17,66,72,0,17
"781",14000US47109930100,2011,103,2011,103,402,124,425,107,402,124,0,12,56,60,0,12
"782",14000US47109930200,1085,68,1085,68,196,55,114,44,196,55,0,12,44,28,0,12
"783",14000US47109930300,1376,72,1376,72,347,89,187,63,347,89,0,12,74,64,0,12
"784",14000US47109930400,832,81,832,81,66,35,232,71,66,35,0,12,0,12,0,12
"785",14000US47109930500,3409,282,3409,282,344,182,1123,222,344,182,0,17,151,123,0,17
"786",14000US47109930600,1782,98,1782,98,327,83,335,75,327,83,0,12,59,48,0,12
"787",14000US47109930700,1565,80,1565,80,356,100,320,102,356,100,0,12,102,73,0,12
"788",14000US47111970100,2284,161,2284,161,349,100,512,128,349,100,40,48,150,82,0,17
"789",14000US47111970200,2550,146,2550,146,253,142,431,155,253,142,0,17,13,22,0,17
"790",14000US47111970300,3547,256,3547,256,276,173,1034,207,276,173,0,17,0,17,0,17
"791",14000US47111970400,1958,120,1958,120,291,126,372,134,291,126,33,52,8,13,0,12
"792",14000US47113000100,1783,79,1783,79,193,100,643,131,193,100,27,45,0,12,0,12
"793",14000US47113000200,3196,120,3196,120,485,193,1687,250,485,193,29,47,0,17,0,17
"794",14000US47113000300,2042,116,2042,116,258,125,839,148,258,125,38,57,0,12,0,12
"795",14000US47113000400,1573,120,1573,120,187,108,819,187,187,108,0,12,0,12,0,12
"796",14000US47113000500,1592,106,1592,106,257,100,1014,138,257,100,0,12,0,12,0,12
"797",14000US47113000600,1010,49,1010,49,209,59,395,78,209,59,0,12,0,12,0,12
"798",14000US47113000700,1338,68,1338,68,346,119,665,123,346,119,18,29,0,12,0,12
"799",14000US47113000800,754,59,754,59,168,63,443,87,168,63,0,12,0,12,0,12
"800",14000US47113000900,1201,91,1201,91,272,102,525,115,272,102,12,20,25,41,0,12
"801",14000US47113001000,1016,56,1016,56,256,70,487,86,256,70,10,17,0,12,0,12
"802",14000US47113001100,460,45,460,45,98,45,229,59,98,45,0,12,0,12,0,12
"803",14000US47113001300,2689,100,2689,100,343,150,974,196,343,150,0,17,0,17,0,17
"804",14000US47113001401,856,51,856,51,130,50,209,62,130,50,10,19,18,23,0,12
"805",14000US47113001402,999,54,999,54,95,47,159,49,95,47,0,12,18,27,0,12
"806",14000US47113001501,1986,96,1986,96,48,52,515,137,48,52,0,17,0,17,0,17
"807",14000US47113001502,2524,122,2524,122,204,128,278,169,204,128,0,17,32,54,0,17
"808",14000US47113001603,1044,40,1044,40,8,11,220,64,8,11,0,12,0,12,0,12
"809",14000US47113001604,1183,75,1183,75,53,48,294,100,53,48,0,12,22,33,0,12
"810",14000US47113001605,961,54,961,54,150,67,473,81,150,67,16,25,36,39,0,12
"811",14000US47113001606,4645,237,4645,237,427,229,2052,377,427,229,0,17,0,17,0,17
"812",14000US47113001607,2336,83,2336,83,207,155,542,155,207,155,0,17,0,17,0,17
"813",14000US47113001608,983,57,983,57,64,31,102,41,64,31,0,12,12,15,0,12
"814",14000US47113001609,702,59,702,59,53,41,99,48,53,41,0,12,0,12,0,12
"815",14000US47113001610,2248,122,2248,122,119,100,96,67,119,100,0,17,0,17,0,17
"816",14000US47113001700,734,48,734,48,113,49,146,60,113,49,0,12,15,25,0,12
"817",14000US47113001800,1487,90,1487,90,169,90,228,78,169,90,0,12,0,12,0,12
"818",14000US47113001900,1782,85,1782,85,268,102,160,75,268,102,0,12,26,41,0,12
"819",14000US47115050101,1829,116,1829,116,342,91,274,87,342,91,0,12,159,75,0,12
"820",14000US47115050102,2684,190,2684,190,325,140,767,201,325,140,0,17,14,22,0,17
"821",14000US47115050201,2198,127,2198,127,209,109,341,137,209,109,0,12,38,47,0,12
"822",14000US47115050202,2545,205,2545,205,388,199,444,164,388,199,38,60,105,117,0,17
"823",14000US47115050301,2579,173,2579,173,320,121,858,149,320,121,0,17,29,26,0,17
"824",14000US47115050302,1535,117,1535,117,309,112,191,73,309,112,0,12,238,112,0,12
"825",14000US47117955000,3121,101,3121,101,237,127,482,149,237,127,0,17,17,26,0,17
"826",14000US47117955100,2485,107,2485,107,314,168,343,132,314,168,0,17,54,85,0,17
"827",14000US47117955200,2560,108,2560,108,168,120,718,172,168,120,0,17,39,47,0,17
"828",14000US47117955300,1820,99,1820,99,249,96,971,150,249,96,0,12,0,12,0,12
"829",14000US47117955400,1740,123,1740,123,110,65,639,120,110,65,21,34,0,12,0,12
"830",14000US47117955500,1943,91,1943,91,267,85,328,84,267,85,0,12,42,39,0,12
"831",14000US47119010100,1575,99,1575,99,227,91,144,69,227,91,0,12,26,38,0,12
"832",14000US47119010201,2700,127,2700,127,49,78,647,203,49,78,0,17,0,17,0,17
"833",14000US47119010202,4418,324,4418,324,184,146,1441,242,184,146,0,19,0,19,0,19
"834",14000US47119010301,2644,154,2644,154,92,83,156,109,92,83,0,17,0,17,0,17
"835",14000US47119010302,1190,46,1190,46,70,52,106,56,70,52,0,12,0,12,0,12
"836",14000US47119010400,2874,122,2874,122,175,146,1421,189,175,146,46,72,15,25,0,17
"837",14000US47119010500,2197,115,2197,115,399,154,1045,183,399,154,0,12,0,12,0,12
"838",14000US47119010600,2324,126,2324,126,234,98,1026,180,234,98,21,36,0,17,0,17
"839",14000US47119010700,2268,94,2268,94,264,126,1205,176,264,126,0,12,0,12,0,12
"840",14000US47119010801,1378,74,1378,74,78,69,219,84,78,69,0,12,0,12,0,12
"841",14000US47119010802,3127,152,3127,152,243,129,948,216,243,129,0,17,0,17,0,17
"842",14000US47119010900,1484,96,1484,96,164,98,323,121,164,98,0,12,0,12,0,12
"843",14000US47119011001,1104,85,1104,85,90,80,71,44,90,80,0,12,0,12,0,12
"844",14000US47119011002,2865,248,2865,248,318,155,784,178,318,155,0,17,53,70,0,17
"845",14000US47119011101,1930,111,1930,111,135,76,281,94,135,76,0,12,24,37,0,12
"846",14000US47119011102,1253,86,1253,86,105,83,396,119,105,83,0,12,0,12,0,12
"847",14000US47119011200,2346,164,2346,164,162,120,239,101,162,120,0,17,38,61,0,17
"848",14000US47121960100,1728,97,1728,97,406,108,336,87,406,108,0,12,207,92,0,12
"849",14000US47121960200,2087,85,2087,85,213,75,492,96,213,75,0,12,78,51,0,12
"850",14000US47121960300,2073,100,2073,100,331,96,223,77,331,96,0,12,170,77,0,12
"851",14000US47123925000,3855,163,3855,163,492,160,636,156,492,160,0,17,212,134,0,17
"852",14000US47123925100,3355,157,3355,157,457,171,962,244,457,171,0,17,142,116,0,17
"853",14000US47123925200,1969,145,1969,145,277,136,604,127,277,136,0,12,31,48,0,12
"854",14000US47123925300,3488,173,3488,173,398,186,876,244,398,186,0,17,15,23,0,17
"855",14000US47123925400,4181,240,4181,240,560,215,721,248,560,215,0,17,236,156,0,17
"856",14000US47123925501,1694,83,1694,83,382,125,267,88,382,125,2,3,228,99,0,12
"857",14000US47123925502,2693,189,2693,189,682,200,124,67,682,200,0,17,300,155,0,17
"858",14000US47125100100,562,59,562,59,158,64,361,77,158,64,0,12,16,25,0,12
"859",14000US47125100200,892,51,892,51,210,75,446,78,210,75,15,23,26,29,0,12
"860",14000US47125100300,2268,140,2268,140,217,142,817,185,217,142,0,17,0,17,0,17
"861",14000US47125100400,1485,73,1485,73,298,110,845,141,298,110,0,12,0,12,0,12
"862",14000US47125100500,2541,163,2541,163,173,126,1515,237,173,126,0,12,0,12,0,12
"863",14000US47125100601,904,53,904,53,58,51,224,60,58,51,0,12,0,12,0,12
"864",14000US47125100602,1540,58,1540,58,206,106,720,111,206,106,0,12,0,12,0,12
"865",14000US47125100700,679,39,679,39,136,62,240,61,136,62,0,12,17,25,0,12
"866",14000US47125100800,972,64,972,64,217,72,584,103,217,72,0,12,15,22,0,12
"867",14000US47125100900,1545,110,1545,110,401,116,932,150,401,116,19,31,0,12,0,12
"868",14000US47125101001,1750,69,1750,69,217,82,726,134,217,82,0,12,0,12,0,12
"869",14000US47125101002,1376,64,1376,64,112,76,346,116,112,76,0,12,0,12,0,12
"870",14000US47125101101,1193,49,1193,49,184,87,547,102,184,87,0,12,0,12,0,12
"871",14000US47125101102,3455,96,3455,96,458,167,1072,228,458,167,0,17,0,17,0,17
"872",14000US47125101103,1032,36,1032,36,128,56,207,57,128,56,0,12,0,12,0,12
"873",14000US47125101201,1026,63,1026,63,118,57,618,78,118,57,11,17,14,23,0,12
"874",14000US47125101202,1833,99,1833,99,205,89,740,138,205,89,22,32,0,12,0,12
"875",14000US47125101303,4407,172,4407,172,339,188,2077,313,339,188,0,19,0,19,0,19
"876",14000US47125101304,2336,183,2336,183,111,126,1287,214,111,126,0,17,0,17,0,17
"877",14000US47125101305,1963,143,1963,143,125,109,670,154,125,109,42,57,0,17,0,17
"878",14000US47125101306,2237,98,2237,98,194,108,927,156,194,108,0,17,11,19,0,17
"879",14000US47125101307,1102,60,1102,60,120,51,484,79,120,51,33,38,0,12,0,12
"880",14000US47125101400,1795,112,1795,112,185,95,1610,156,185,95,0,17,0,17,0,17
"881",14000US47125101500,3344,143,3344,143,556,227,608,208,556,227,0,17,0,17,0,17
"882",14000US47125101600,2228,135,2228,135,204,151,469,111,204,151,0,17,48,79,0,17
"883",14000US47125101700,3449,159,3449,159,517,190,437,181,517,190,0,17,36,56,0,17
"884",14000US47125101802,4259,172,4259,172,207,152,431,192,207,152,0,19,0,19,0,19
"885",14000US47125101803,3117,105,3117,105,409,184,778,156,409,184,96,98,0,17,0,17
"886",14000US47125101804,2537,106,2537,106,99,101,358,129,99,101,0,17,0,17,0,17
"887",14000US47125101902,980,34,980,34,104,70,150,57,104,70,0,12,26,31,0,12
"888",14000US47125101903,4008,199,4008,199,268,177,1601,256,268,177,0,19,20,32,0,19
"889",14000US47125101904,1689,138,1689,138,66,64,247,93,66,64,0,17,8,12,0,17
"890",14000US47125102001,2434,131,2434,131,355,167,1022,177,355,167,55,86,0,17,0,17
"891",14000US47125102002,3390,135,3390,135,267,157,1094,246,267,157,18,33,0,17,0,17
"892",14000US47125102003,2304,122,2304,122,29,47,960,198,29,47,0,17,0,17,0,17
"893",14000US47125102004,2550,134,2550,134,216,121,1208,191,216,121,0,17,0,17,0,17
"894",14000US47125102005,2753,149,2753,149,460,234,1279,279,460,234,105,116,0,17,0,17
"895",14000US47125102006,3218,179,3218,179,209,162,737,214,209,162,0,17,0,17,0,17
"896",14000US47125980100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"897",14000US47127930100,1830,85,1830,85,251,108,242,105,251,108,0,12,71,60,0,12
"898",14000US47127930200,1220,84,1220,84,207,108,152,77,207,108,35,52,0,12,0,12
"899",14000US47129110100,1541,91,1541,91,415,122,165,70,415,122,0,12,82,59,0,12
"900",14000US47129110200,1738,90,1738,90,269,126,193,89,269,126,0,12,17,28,0,12
"901",14000US47129110300,1611,90,1611,90,177,85,428,112,177,85,6,10,6,10,0,17
"902",14000US47129110400,1874,113,1874,113,214,93,459,139,214,93,0,12,57,62,0,12
"903",14000US47129110500,2277,115,2277,115,341,122,157,74,341,122,0,12,5,8,0,12
"904",14000US47131965000,2137,98,2137,98,336,112,587,126,336,112,0,12,14,23,0,12
"905",14000US47131965100,969,69,969,69,92,58,242,62,92,58,0,12,21,25,0,12
"906",14000US47131965200,925,50,925,50,114,52,145,60,114,52,0,12,0,12,0,12
"907",14000US47131965300,1857,105,1857,105,366,132,284,93,366,132,6,10,195,107,0,12
"908",14000US47131965400,2011,95,2011,95,160,56,622,105,160,56,19,22,0,12,0,12
"909",14000US47131965500,1185,89,1185,89,156,75,540,131,156,75,0,12,54,59,0,12
"910",14000US47131965600,1989,153,1989,153,288,109,924,139,288,109,19,31,24,37,0,12
"911",14000US47131965700,2182,159,2182,159,220,142,873,217,220,142,0,12,27,44,0,12
"912",14000US47131965800,771,51,771,51,112,45,112,40,112,45,0,12,23,27,0,12
"913",14000US47131965900,592,46,592,46,57,37,134,46,57,37,0,12,0,12,0,12
"914",14000US47133950100,819,60,819,60,197,63,116,47,197,63,0,12,13,14,0,12
"915",14000US47133950200,868,52,868,52,108,48,93,41,108,48,0,12,45,35,0,12
